[detection] Polyps.
68.png@#@<p>Polyps</p> {<1><76><28><93>}<delim>{<0><57><21><82>}<delim>{<54><55><96><83>}
69.png@#@<p>Polyps</p> {<1><47><48><76>}<delim>{<28><19><48><37>}<delim>{<56><57><84><90>}
7.png@#@<p>Polyps</p> {<14><6><58><53>}<delim>{<26><50><50><79>}
70.png@#@<p>Polyps</p> {<63><58><78><76>}<delim>{<14><49><50><78>}<delim>{<3><24><51><61>}
71.png@#@<p>Polyps</p> {<5><3><95><89>}
72.png@#@<p>Polyps</p> {<65><44><97><92>}<delim>{<8><55><43><89>}<delim>{<45><49><57><64>}
73.png@#@<p>Polyps</p> {<62><51><83><79>}<delim>{<20><77><49><95>}<delim>{<47><76><88><89>}<delim>{<60><46><83><67>}
74.png@#@<p>Polyps</p> {<45><63><57><80>}<delim>{<45><28><54><40>}
75.png@#@<p>Polyps</p> {<1><24><19><75>}<delim>{<86><73><97><95>}
76.png@#@<p>Polyps</p> {<0><21><79><68>}
77.png@#@<p>Polyps</p> {<42><25><64><43>}<delim>{<10><79><49><94>}
78.png@#@<p>Polyps</p> {<47><30><69><47>}<delim>{<21><34><68><52>}
79.png@#@<p>Polyps</p> {<2><43><15><53>}<delim>{<33><79><54><93>}<delim>{<54><35><60><46>}
8.png@#@<p>Polyps</p> {<18><25><47><53>}<delim>{<30><28><49><55>}
80.png@#@<p>Polyps</p> {<13><52><69><83>}<delim>{<0><54><26><74>}
81.png@#@<p>Polyps</p> {<15><78><29><96>}<delim>{<40><93><56><99>}
82.png@#@<p>Polyps</p> {<4><24><71><53>}<delim>{<11><24><64><39>}<delim>{<70><1><96><32>}
83.png@#@<p>Polyps</p> {<13><25><94><96>}
84.png@#@<p>Polyps</p> {<1><39><8><54>}<delim>{<27><65><62><95>}<delim>{<1><42><97><83>}
85.png@#@<p>Polyps</p> {<47><31><58><42>}<delim>{<68><31><78><42>}<delim>{<39><56><48><74>}<delim>{<24><60><50><88>}<delim>{<24><71><49><89>}<delim>{<24><71><49><89>}
86.png@#@<p>Polyps</p> {<0><1><98><97>}
87.png@#@<p>Polyps</p> {<17><35><60><49>}<delim>{<13><38><32><50>}<delim>{<1><4><95><32>}
88.png@#@<p>Polyps</p> {<19><34><90><52>}
89.png@#@<p>Polyps</p> {<15><53><67><95>}<delim>{<23><20><50><46>}<delim>{<0><54><15><79>}
9.png@#@<p>Polyps</p> {<30><7><49><48>}<delim>{<29><11><59><46>}
90.png@#@<p>Polyps</p> {<16><38><94><55>}<delim>{<0><42><12><66>}<delim>{<21><95><44><100>}
91.png@#@<p>Polyps</p> {<1><38><94><98>}
92.png@#@<p>Polyps</p> {<37><40><86><98>}
93.png@#@<p>Polyps</p> {<26><37><95><59>}
94.png@#@<p>Polyps</p> {<13><22><71><48>}<delim>{<59><25><70><39>}<delim>{<25><19><62><35>}
95.png@#@<p>Polyps</p> {<51><56><72><71>}<delim>{<48><30><64><46>}<delim>{<11><19><28><29>}
96.png@#@<p>Polyps</p> {<6><82><16><97>}<delim>{<34><57><52><67>}<delim>{<11><86><35><95>}
97.png@#@<p>Polyps</p> {<46><45><59><63>}<delim>{<24><27><38><45>}
98.png@#@<p>Polyps</p> {<62><64><84><91>}<delim>{<29><50><42><73>}<delim>{<8><53><31><75>}
99.png@#@<p>Polyps</p> {<31><28><44><64>}<delim>{<45><60><94><97>}
